x,y
-0.0002932551319648166,2.385685884691737
0.001319648093841643,98.60834990059635
0.0011730205278592453,201.98807157057652
0.002199413489736072,299.0059642147117
0.0033724340175953172,403.18091451292247
0.005131964809384175,436.5805168986084
0.008357771260997073,454.0755467196819
0.011876832844574789,463.6182902584493
0.015982404692082116,467.59443339960245
0.019794721407624626,466.0039761431412
0.022727272727272728,468.389662027833
0.025513196480938412,468.389662027833
0.028739002932551314,468.389662027833
0.031524926686216995,468.389662027833
0.03401759530791788,468.389662027833
0.03724340175953078,467.59443339960245
0.03958944281524925,466.0039761431412
0.04134897360703811,463.6182902584493
0.04325513196480939,463.6182902584493
0.04516129032258064,461.23260437375745
0.048240469208211144,458.8469184890656
0.05,458.8469184890656
