x,y
-0.00014662756598239778,-0.7944389275074106
0.0005865102639296332,90.56603773584914
0.001319648093841643,200.19860973187693
0.0016129032258064599,301.0923535253227
0.002639296187683286,398.80834160873894
0.003519061583577715,451.2413108242304
0.004398826979472144,484.6077457795433
0.006158357771261002,503.674280039722
0.00865102639296189,519.563058589871
0.011143695014662757,527.5074478649454
0.01480938416422287,533.8629592850051
0.018181818181818188,538.6295928500498
0.021700879765395902,541.8073485600795
0.025513196480938412,541.8073485600795
0.029472140762463343,542.601787487587
0.03240469208211145,542.601787487587
0.03548387096774195,542.601787487587
0.03826979472140763,542.601787487587
0.0407624633431085,540.2184707050646
0.04281524926686217,539.4240317775572
0.04516129032258064,537.0407149950348
0.04780058651026393,533.0685203574976
