sweep,case,arm,flow_n,dt_scale,step,iters
stiffness,vp_chaboche,nopred-ls,8,1,4,19
stiffness,vp_chaboche,nopred-ls,8,1,5,19
stiffness,vp_chaboche,nopred-ls,8,1,6,19
stiffness,vp_chaboche,nopred-ls,12,1,1,18
stiffness,vp_chaboche,nopred-ls,12,1,2,21
stiffness,vp_chaboche,nopred-ls,12,1,3,21
stiffness,vp_chaboche,nopred-ls,12,1,4,21
stiffness,vp_chaboche,nopred-ls,12,1,5,21
stiffness,vp_chaboche,nopred-ls,12,1,6,21
stiffness,vp_chaboche,nopred-ls,20,1,1,17
stiffness,vp_chaboche,nopred-ls,20,1,2,26
stiffness,vp_chaboche,nopred-ls,20,1,3,26
stiffness,vp_chaboche,nopred-ls,20,1,4,26
stiffness,vp_chaboche,nopred-ls,20,1,5,26
stiffness,vp_chaboche,nopred-ls,20,1,6,26
stepsize,vp_chaboche,pred+ls,2,1,1,11
stepsize,vp_chaboche,pred+ls,2,1,2,4
stepsize,vp_chaboche,pred+ls,2,1,3,3
stepsize,vp_chaboche,pred+ls,2,1,4,3
stepsize,vp_chaboche,pred+ls,2,1,5,3
stepsize,vp_chaboche,pred+ls,2,1,6,3
stepsize,vp_chaboche,pred+ls,2,2,1,12
stepsize,vp_chaboche,pred+ls,2,2,2,4
stepsize,vp_chaboche,pred+ls,2,2,3,3
stepsize,vp_chaboche,pred+ls,2,2,4,3
stepsize,vp_chaboche,pred+ls,2,2,5,3
stepsize,vp_chaboche,pred+ls,2,2,6,3
stepsize,vp_chaboche,pred+ls,2,5,1,14
stepsize,vp_chaboche,pred+ls,2,5,2,4
stepsize,vp_chaboche,pred+ls,2,5,3,4
stepsize,vp_chaboche,pred+ls,2,5,4,4
stepsize,vp_chaboche,pred+ls,2,5,5,4
stepsize,vp_chaboche,pred+ls,2,5,6,5
stepsize,vp_chaboche,pred+ls,2,10,1,15
stepsize,vp_chaboche,pred+ls,2,10,2,5
stepsize,vp_chaboche,pred+ls,2,10,3,5
stepsize,vp_chaboche,pred+ls,2,10,4,9
stepsize,vp_chaboche,pred+ls,2,10,5,10
stepsize,vp_chaboche,pred+ls,2,10,6,12
stepsize,vp_chaboche,pred+ls,2,20,1,16
stepsize,vp_chaboche,pred+ls,2,20,2,11
stepsize,vp_chaboche,pred+ls,2,20,3,12
stepsize,vp_chaboche,pred+ls,2,20,4,15
stepsize,vp_chaboche,pred+ls,2,20,5,14
stepsize,vp_chaboche,pred+ls,2,20,6,15
stepsize,vp_chaboche,pred-ls,2,1,1,15
stepsize,vp_chaboche,pred-ls,2,1,2,4
stepsize,vp_chaboche,pred-ls,2,1,3,3
stepsize,vp_chaboche,pred-ls,2,1,4,3
stepsize,vp_chaboche,pred-ls,2,1,5,3
stepsize,vp_chaboche,pred-ls,2,1,6,3
stepsize,vp_chaboche,pred-ls,2,2,1,16
stepsize,vp_chaboche,pred-ls,2,2,2,4
stepsize,vp_chaboche,pred-ls,2,2,3,3
stepsize,vp_chaboche,pred-ls,2,2,4,3
stepsize,vp_chaboche,pred-ls,2,2,5,3
stepsize,vp_chaboche,pred-ls,2,2,6,3
stepsize,vp_chaboche,pred-ls,2,5,1,17
stepsize,vp_chaboche,pred-ls,2,5,2,4
stepsize,vp_chaboche,pred-ls,2,5,3,4
stepsize,vp_chaboche,pred-ls,2,5,4,4
stepsize,vp_chaboche,pred-ls,2,5,5,4
stepsize,vp_chaboche,pred-ls,2,5,6,4
stepsize,vp_chaboche,pred-ls,2,10,1,18
stepsize,vp_chaboche,pred-ls,2,10,2,4
stepsize,vp_chaboche,pred-ls,2,10,3,4
stepsize,vp_chaboche,pred-ls,2,10,4,4
stepsize,vp_chaboche,pred-ls,2,10,5,4
stepsize,vp_chaboche,pred-ls,2,10,6,4
stepsize,vp_chaboche,pred-ls,2,20,1,19
stepsize,vp_chaboche,pred-ls,2,20,2,5
stepsize,vp_chaboche,pred-ls,2,20,3,5
stepsize,vp_chaboche,pred-ls,2,20,4,5
stepsize,vp_chaboche,pred-ls,2,20,5,5
stepsize,vp_chaboche,pred-ls,2,20,6,5
stepsize,vp_chaboche,nopred+ls,2,1,1,11
stepsize,vp_chaboche,nopred+ls,2,1,2,11
stepsize,vp_chaboche,nopred+ls,2,1,3,11
stepsize,vp_chaboche,nopred+ls,2,1,4,11
stepsize,vp_chaboche,nopred+ls,2,1,5,11
stepsize,vp_chaboche,nopred+ls,2,1,6,11
stepsize,vp_chaboche,nopred+ls,2,2,1,12
stepsize,vp_chaboche,nopred+ls,2,2,2,12
stepsize,vp_chaboche,nopred+ls,2,2,3,12
stepsize,vp_chaboche,nopred+ls,2,2,4,12
stepsize,vp_chaboche,nopred+ls,2,2,5,12
stepsize,vp_chaboche,nopred+ls,2,2,6,12
stepsize,vp_chaboche,nopred+ls,2,5,1,14
stepsize,vp_chaboche,nopred+ls,2,5,2,14
stepsize,vp_chaboche,nopred+ls,2,5,3,14
stepsize,vp_chaboche,nopred+ls,2,5,4,14
stepsize,vp_chaboche,nopred+ls,2,5,5,14
stepsize,vp_chaboche,nopred+ls,2,5,6,14
stepsize,vp_chaboche,nopred+ls,2,10,1,15
stepsize,vp_chaboche,nopred+ls,2,10,2,15
stepsize,vp_chaboche,nopred+ls,2,10,3,15
stepsize,vp_chaboche,nopred+ls,2,10,4,15
stepsize,vp_chaboche,nopred+ls,2,10,5,15
stepsize,vp_chaboche,nopred+ls,2,10,6,15
stepsize,vp_chaboche,nopred+ls,2,20,1,16
stepsize,vp_chaboche,nopred+ls,2,20,2,16
stepsize,vp_chaboche,nopred+ls,2,20,3,16
stepsize,vp_chaboche,nopred+ls,2,20,4,16
stepsize,vp_chaboche,nopred+ls,2,20,5,16
stepsize,vp_chaboche,nopred+ls,2,20,6,16
stepsize,vp_chaboche,nopred-ls,2,1,1,15
stepsize,vp_chaboche,nopred-ls,2,1,2,15
stepsize,vp_chaboche,nopred-ls,2,1,3,15
stepsize,vp_chaboche,nopred-ls,2,1,4,15
stepsize,vp_chaboche,nopred-ls,2,1,5,15
stepsize,vp_chaboche,nopred-ls,2,1,6,15
stepsize,vp_chaboche,nopred-ls,2,2,1,16
stepsize,vp_chaboche,nopred-ls,2,2,2,16
stepsize,vp_chaboche,nopred-ls,2,2,3,16
stepsize,vp_chaboche,nopred-ls,2,2,4,16
stepsize,vp_chaboche,nopred-ls,2,2,5,16
stepsize,vp_chaboche,nopred-ls,2,2,6,16
stepsize,vp_chaboche,nopred-ls,2,5,1,17
stepsize,vp_chaboche,nopred-ls,2,5,2,17
stepsize,vp_chaboche,nopred-ls,2,5,3,17
stepsize,vp_chaboche,nopred-ls,2,5,4,17
stepsize,vp_chaboche,nopred-ls,2,5,5,17
stepsize,vp_chaboche,nopred-ls,2,5,6,17
stepsize,vp_chaboche,nopred-ls,2,10,1,18
stepsize,vp_chaboche,nopred-ls,2,10,2,18
stepsize,vp_chaboche,nopred-ls,2,10,3,18
stepsize,vp_chaboche,nopred-ls,2,10,4,18
stepsize,vp_chaboche,nopred-ls,2,10,5,18
stepsize,vp_chaboche,nopred-ls,2,10,6,18
stepsize,vp_chaboche,nopred-ls,2,20,1,19
stepsize,vp_chaboche,nopred-ls,2,20,2,19
stepsize,vp_chaboche,nopred-ls,2,20,3,19
stepsize,vp_chaboche,nopred-ls,2,20,4,19
stepsize,vp_chaboche,nopred-ls,2,20,5,19
stepsize,vp_chaboche,nopred-ls,2,20,6,19
arms,cp_coupled,pred+ls,8,1,1,16
arms,cp_coupled,pred+ls,8,1,2,5
arms,cp_coupled,pred+ls,8,1,3,4
arms,cp_coupled,pred+ls,8,1,4,3
arms,cp_coupled,pred+ls,8,1,5,3
arms,cp_coupled,pred+ls,8,1,6,3
arms,cp_coupled,pred-ls,8,1,1,49
arms,cp_coupled,nopred+ls,8,1,1,13
arms,cp_coupled,nopred+ls,8,1,2,11
arms,cp_coupled,nopred+ls,8,1,3,13
arms,cp_coupled,nopred+ls,8,1,4,13
arms,cp_coupled,nopred+ls,8,1,5,33
arms,cp_coupled,nopred+ls,8,1,6,15
arms,cp_coupled,nopred-ls,8,1,1,49
stiffness,cp_coupled,pred-ls,2,1,1,5
stiffness,cp_coupled,pred-ls,2,1,2,5
stiffness,cp_coupled,pred-ls,2,1,3,5
stiffness,cp_coupled,pred-ls,2,1,4,5
stiffness,cp_coupled,pred-ls,2,1,5,5
stiffness,cp_coupled,pred-ls,2,1,6,5
stiffness,cp_coupled,pred-ls,4,1,1,8
stiffness,cp_coupled,pred-ls,4,1,2,6
stiffness,cp_coupled,pred-ls,4,1,3,5
stiffness,cp_coupled,pred-ls,4,1,4,5
stiffness,cp_coupled,pred-ls,4,1,5,5
stiffness,cp_coupled,pred-ls,4,1,6,4
stiffness,cp_coupled,pred-ls,8,1,1,49
stiffness,cp_coupled,pred-ls,12,1,1,49
stiffness,cp_coupled,pred-ls,20,1,1,3
stiffness,cp_coupled,nopred-ls,2,1,1,10
stiffness,cp_coupled,nopred-ls,2,1,2,10
stiffness,cp_coupled,nopred-ls,2,1,3,9
stiffness,cp_coupled,nopred-ls,2,1,4,9
stiffness,cp_coupled,nopred-ls,2,1,5,9
stiffness,cp_coupled,nopred-ls,2,1,6,9
stiffness,cp_coupled,nopred-ls,4,1,1,49
stiffness,cp_coupled,nopred-ls,8,1,1,49
stiffness,cp_coupled,nopred-ls,12,1,1,16
stiffness,cp_coupled,nopred-ls,20,1,1,4
stepsize,cp_coupled,pred+ls,8,1,1,16
stepsize,cp_coupled,pred+ls,8,1,2,5
stepsize,cp_coupled,pred+ls,8,1,3,4
stepsize,cp_coupled,pred+ls,8,1,4,3
stepsize,cp_coupled,pred+ls,8,1,5,3
stepsize,cp_coupled,pred+ls,8,1,6,3
stepsize,cp_coupled,pred+ls,8,2,1,49
stepsize,cp_coupled,pred+ls,8,5,1,49
stepsize,cp_coupled,pred+ls,8,10,1,49
stepsize,cp_coupled,pred+ls,8,20,1,49
stepsize,cp_coupled,pred-ls,8,1,1,49
stepsize,cp_coupled,pred-ls,8,2,1,49
stepsize,cp_coupled,pred-ls,8,5,1,49
stepsize,cp_coupled,pred-ls,8,10,1,35
stepsize,cp_coupled,pred-ls,8,20,1,49
stepsize,cp_coupled,nopred+ls,8,1,1,13
stepsize,cp_coupled,nopred+ls,8,1,2,11
stepsize,cp_coupled,nopred+ls,8,1,3,13
stepsize,cp_coupled,nopred+ls,8,1,4,13
stepsize,cp_coupled,nopred+ls,8,1,5,33
stepsize,cp_coupled,nopred+ls,8,1,6,15
stepsize,cp_coupled,nopred+ls,8,2,1,49
stepsize,cp_coupled,nopred+ls,8,5,1,49
stepsize,cp_coupled,nopred+ls,8,10,1,49
stepsize,cp_coupled,nopred+ls,8,20,1,49
stepsize,cp_coupled,nopred-ls,8,1,1,49
stepsize,cp_coupled,nopred-ls,8,2,1,49
stepsize,cp_coupled,nopred-ls,8,5,1,25
stepsize,cp_coupled,nopred-ls,8,10,1,23
stepsize,cp_coupled,nopred-ls,8,20,1,49
arms,cp_coupled_inverted,pred+ls,8,1,1,36
arms,cp_coupled_inverted,pred+ls,8,1,2,13
arms,cp_coupled_inverted,pred+ls,8,1,3,15
arms,cp_coupled_inverted,pred+ls,8,1,4,15
arms,cp_coupled_inverted,pred+ls,8,1,5,13
arms,cp_coupled_inverted,pred+ls,8,1,6,8
arms,cp_coupled_inverted,pred-ls,8,1,1,38
stiffness,cp_coupled_inverted,pred-ls,2,1,1,19
stiffness,cp_coupled_inverted,pred-ls,2,1,2,15
stiffness,cp_coupled_inverted,pred-ls,2,1,3,6
stiffness,cp_coupled_inverted,pred-ls,2,1,4,7
stiffness,cp_coupled_inverted,pred-ls,2,1,5,9
stiffness,cp_coupled_inverted,pred-ls,2,1,6,5
stiffness,cp_coupled_inverted,pred-ls,4,1,1,49
stiffness,cp_coupled_inverted,pred-ls,8,1,1,38
stiffness,cp_coupled_inverted,pred-ls,12,1,1,32
stiffness,cp_coupled_inverted,pred-ls,20,1,1,27
stepsize,cp_coupled_inverted,pred+ls,8,1,1,36
stepsize,cp_coupled_inverted,pred+ls,8,1,2,13
stepsize,cp_coupled_inverted,pred+ls,8,1,3,15
stepsize,cp_coupled_inverted,pred+ls,8,1,4,15
stepsize,cp_coupled_inverted,pred+ls,8,1,5,13
stepsize,cp_coupled_inverted,pred+ls,8,1,6,8
stepsize,cp_coupled_inverted,pred+ls,8,2,1,32
stepsize,cp_coupled_inverted,pred+ls,8,2,2,22
stepsize,cp_coupled_inverted,pred+ls,8,2,3,14
stepsize,cp_coupled_inverted,pred+ls,8,2,4,13
stepsize,cp_coupled_inverted,pred+ls,8,2,5,12
stepsize,cp_coupled_inverted,pred+ls,8,2,6,15
stepsize,cp_coupled_inverted,pred+ls,8,5,1,38
stepsize,cp_coupled_inverted,pred+ls,8,5,2,20
stepsize,cp_coupled_inverted,pred+ls,8,5,3,21
stepsize,cp_coupled_inverted,pred+ls,8,5,4,18
stepsize,cp_coupled_inverted,pred+ls,8,5,5,17
stepsize,cp_coupled_inverted,pred+ls,8,5,6,17
stepsize,cp_coupled_inverted,pred+ls,8,10,1,46
stepsize,cp_coupled_inverted,pred+ls,8,10,2,20
stepsize,cp_coupled_inverted,pred+ls,8,10,3,18
stepsize,cp_coupled_inverted,pred+ls,8,10,4,23
stepsize,cp_coupled_inverted,pred+ls,8,10,5,17
stepsize,cp_coupled_inverted,pred+ls,8,10,6,23
stepsize,cp_coupled_inverted,pred+ls,8,20,1,32
stepsize,cp_coupled_inverted,pred+ls,8,20,2,30
stepsize,cp_coupled_inverted,pred+ls,8,20,3,22
stepsize,cp_coupled_inverted,pred+ls,8,20,4,26
stepsize,cp_coupled_inverted,pred+ls,8,20,5,19
stepsize,cp_coupled_inverted,pred+ls,8,20,6,19
stepsize,cp_coupled_inverted,pred-ls,8,1,1,38
stepsize,cp_coupled_inverted,pred-ls,8,2,1,37
stepsize,cp_coupled_inverted,pred-ls,8,5,1,38
stepsize,cp_coupled_inverted,pred-ls,8,10,1,36
stepsize,cp_coupled_inverted,pred-ls,8,20,1,38
arms,cp_decoupled,pred+ls,8,1,1,19
arms,cp_decoupled,pred+ls,8,1,2,8
arms,cp_decoupled,pred+ls,8,1,3,7
arms,cp_decoupled,pred+ls,8,1,4,6
arms,cp_decoupled,pred+ls,8,1,5,6
arms,cp_decoupled,pred+ls,8,1,6,6
arms,cp_decoupled,pred-ls,8,1,1,19
arms,cp_decoupled,pred-ls,8,1,2,8
arms,cp_decoupled,pred-ls,8,1,3,7
arms,cp_decoupled,pred-ls,8,1,4,6
arms,cp_decoupled,pred-ls,8,1,5,6
arms,cp_decoupled,pred-ls,8,1,6,6
arms,cp_decoupled,nopred+ls,8,1,1,21
arms,cp_decoupled,nopred+ls,8,1,2,15
arms,cp_decoupled,nopred+ls,8,1,3,15
arms,cp_decoupled,nopred+ls,8,1,4,16
arms,cp_decoupled,nopred+ls,8,1,5,15
arms,cp_decoupled,nopred+ls,8,1,6,20
arms,cp_decoupled,nopred-ls,8,1,1,30
arms,cp_decoupled,nopred-ls,8,1,2,29
arms,cp_decoupled,nopred-ls,8,1,3,29
arms,cp_decoupled,nopred-ls,8,1,4,29
arms,cp_decoupled,nopred-ls,8,1,5,28
arms,cp_decoupled,nopred-ls,8,1,6,28
stiffness,cp_decoupled,pred-ls,2,1,1,7
stiffness,cp_decoupled,pred-ls,2,1,2,7
stiffness,cp_decoupled,pred-ls,2,1,3,7
stiffness,cp_decoupled,pred-ls,2,1,4,7
stiffness,cp_decoupled,pred-ls,2,1,5,7
stiffness,cp_decoupled,pred-ls,2,1,6,7
stiffness,cp_decoupled,pred-ls,4,1,1,10
stiffness,cp_decoupled,pred-ls,4,1,2,8
stiffness,cp_decoupled,pred-ls,4,1,3,7
stiffness,cp_decoupled,pred-ls,4,1,4,7
stiffness,cp_decoupled,pred-ls,4,1,5,7
stiffness,cp_decoupled,pred-ls,4,1,6,7
stiffness,cp_decoupled,pred-ls,8,1,1,19
stiffness,cp_decoupled,pred-ls,8,1,2,8
stiffness,cp_decoupled,pred-ls,8,1,3,7
stiffness,cp_decoupled,pred-ls,8,1,4,6
stiffness,cp_decoupled,pred-ls,8,1,5,6
stiffness,cp_decoupled,pred-ls,8,1,6,6
stiffness,cp_decoupled,pred-ls,12,1,1,27
stiffness,cp_decoupled,pred-ls,12,1,2,9
stiffness,cp_decoupled,pred-ls,12,1,3,7
stiffness,cp_decoupled,pred-ls,12,1,4,7
stiffness,cp_decoupled,pred-ls,12,1,5,6
stiffness,cp_decoupled,pred-ls,12,1,6,7
stiffness,cp_decoupled,pred-ls,20,1,1,43
stiffness,cp_decoupled,pred-ls,20,1,2,12
stiffness,cp_decoupled,pred-ls,20,1,3,7
stiffness,cp_decoupled,pred-ls,20,1,4,8
stiffness,cp_decoupled,pred-ls,20,1,5,7
stiffness,cp_decoupled,pred-ls,20,1,6,7
stiffness,cp_decoupled,nopred-ls,2,1,1,13
stiffness,cp_decoupled,nopred-ls,2,1,2,13
stiffness,cp_decoupled,nopred-ls,2,1,3,12
stiffness,cp_decoupled,nopred-ls,2,1,4,12
stiffness,cp_decoupled,nopred-ls,2,1,5,12
stiffness,cp_decoupled,nopred-ls,2,1,6,12
stiffness,cp_decoupled,nopred-ls,4,1,1,18
stiffness,cp_decoupled,nopred-ls,4,1,2,17
stiffness,cp_decoupled,nopred-ls,4,1,3,17
stiffness,cp_decoupled,nopred-ls,4,1,4,16
stiffness,cp_decoupled,nopred-ls,4,1,5,16
stiffness,cp_decoupled,nopred-ls,4,1,6,16
stiffness,cp_decoupled,nopred-ls,8,1,1,30
stiffness,cp_decoupled,nopred-ls,8,1,2,29
stiffness,cp_decoupled,nopred-ls,8,1,3,29
stiffness,cp_decoupled,nopred-ls,8,1,4,29
stiffness,cp_decoupled,nopred-ls,8,1,5,28
stiffness,cp_decoupled,nopred-ls,8,1,6,28
stiffness,cp_decoupled,nopred-ls,12,1,1,45
stiffness,cp_decoupled,nopred-ls,12,1,2,41
stiffness,cp_decoupled,nopred-ls,12,1,3,39
stiffness,cp_decoupled,nopred-ls,12,1,4,41
stiffness,cp_decoupled,nopred-ls,12,1,5,40
stiffness,cp_decoupled,nopred-ls,12,1,6,34
stiffness,cp_decoupled,nopred-ls,20,1,1,49
stepsize,cp_decoupled,pred+ls,8,1,1,19
stepsize,cp_decoupled,pred+ls,8,1,2,8
stepsize,cp_decoupled,pred+ls,8,1,3,7
stepsize,cp_decoupled,pred+ls,8,1,4,6
stepsize,cp_decoupled,pred+ls,8,1,5,6
stepsize,cp_decoupled,pred+ls,8,1,6,6
stepsize,cp_decoupled,pred+ls,8,2,1,14
stepsize,cp_decoupled,pred+ls,8,2,2,8
stepsize,cp_decoupled,pred+ls,8,2,3,6
stepsize,cp_decoupled,pred+ls,8,2,4,7
stepsize,cp_decoupled,pred+ls,8,2,5,7
stepsize,cp_decoupled,pred+ls,8,2,6,7
stepsize,cp_decoupled,pred+ls,8,5,1,20
stepsize,cp_decoupled,pred+ls,8,5,2,9
stepsize,cp_decoupled,pred+ls,8,5,3,8
stepsize,cp_decoupled,pred+ls,8,5,4,8
stepsize,cp_decoupled,pred+ls,8,5,5,8
stepsize,cp_decoupled,pred+ls,8,5,6,8
stepsize,cp_decoupled,pred+ls,8,10,1,25
stepsize,cp_decoupled,pred+ls,8,10,2,12
stepsize,cp_decoupled,pred+ls,8,10,3,11
stepsize,cp_decoupled,pred+ls,8,10,4,11
stepsize,cp_decoupled,pred+ls,8,10,5,10
stepsize,cp_decoupled,pred+ls,8,10,6,9
stepsize,cp_decoupled,pred+ls,8,20,1,67
stepsize,cp_decoupled,pred-ls,8,1,1,19
stepsize,cp_decoupled,pred-ls,8,1,2,8
stepsize,cp_decoupled,pred-ls,8,1,3,7
stepsize,cp_decoupled,pred-ls,8,1,4,6
stepsize,cp_decoupled,pred-ls,8,1,5,6
stepsize,cp_decoupled,pred-ls,8,1,6,6
stepsize,cp_decoupled,pred-ls,8,2,1,17
stepsize,cp_decoupled,pred-ls,8,2,2,8
stepsize,cp_decoupled,pred-ls,8,2,3,6
stepsize,cp_decoupled,pred-ls,8,2,4,7
stepsize,cp_decoupled,pred-ls,8,2,5,7
stepsize,cp_decoupled,pred-ls,8,2,6,7
stepsize,cp_decoupled,pred-ls,8,5,1,20
stepsize,cp_decoupled,pred-ls,8,5,2,9
stepsize,cp_decoupled,pred-ls,8,5,3,8
stepsize,cp_decoupled,pred-ls,8,5,4,8
stepsize,cp_decoupled,pred-ls,8,5,5,8
stepsize,cp_decoupled,pred-ls,8,5,6,8
stepsize,cp_decoupled,pred-ls,8,10,1,48
stepsize,cp_decoupled,pred-ls,8,10,2,12
stepsize,cp_decoupled,pred-ls,8,10,3,10
stepsize,cp_decoupled,pred-ls,8,10,4,11
stepsize,cp_decoupled,pred-ls,8,10,5,10
stepsize,cp_decoupled,pred-ls,8,10,6,9
stepsize,cp_decoupled,pred-ls,8,20,1,67
stepsize,cp_decoupled,nopred+ls,8,1,1,21
stepsize,cp_decoupled,nopred+ls,8,1,2,15
stepsize,cp_decoupled,nopred+ls,8,1,3,15
stepsize,cp_decoupled,nopred+ls,8,1,4,16
stepsize,cp_decoupled,nopred+ls,8,1,5,15
stepsize,cp_decoupled,nopred+ls,8,1,6,20
stepsize,cp_decoupled,nopred+ls,8,2,1,21
stepsize,cp_decoupled,nopred+ls,8,2,2,21
stepsize,cp_decoupled,nopred+ls,8,2,3,20
stepsize,cp_decoupled,nopred+ls,8,2,4,22
stepsize,cp_decoupled,nopred+ls,8,2,5,36
stepsize,cp_decoupled,nopred+ls,8,2,6,22
stepsize,cp_decoupled,nopred+ls,8,5,1,29
stepsize,cp_decoupled,nopred+ls,8,5,2,32
stepsize,cp_decoupled,nopred+ls,8,5,3,34
stepsize,cp_decoupled,nopred+ls,8,5,4,34
stepsize,cp_decoupled,nopred+ls,8,5,5,30
stepsize,cp_decoupled,nopred+ls,8,5,6,30
stepsize,cp_decoupled,nopred+ls,8,10,1,35
stepsize,cp_decoupled,nopred+ls,8,10,2,41
stepsize,cp_decoupled,nopred+ls,8,10,3,38
stepsize,cp_decoupled,nopred+ls,8,10,4,36
stepsize,cp_decoupled,nopred+ls,8,10,5,63
stepsize,cp_decoupled,nopred+ls,8,10,6,39
stepsize,cp_decoupled,nopred+ls,8,20,1,55
stepsize,cp_decoupled,nopred+ls,8,20,2,54
stepsize,cp_decoupled,nopred+ls,8,20,3,57
stepsize,cp_decoupled,nopred+ls,8,20,4,69
stepsize,cp_decoupled,nopred+ls,8,20,5,80
stepsize,cp_decoupled,nopred-ls,8,1,1,30
stepsize,cp_decoupled,nopred-ls,8,1,2,29
stepsize,cp_decoupled,nopred-ls,8,1,3,29
stepsize,cp_decoupled,nopred-ls,8,1,4,29
stepsize,cp_decoupled,nopred-ls,8,1,5,28
stepsize,cp_decoupled,nopred-ls,8,1,6,28
stepsize,cp_decoupled,nopred-ls,8,2,1,36
stepsize,cp_decoupled,nopred-ls,8,2,2,37
stepsize,cp_decoupled,nopred-ls,8,2,3,35
stepsize,cp_decoupled,nopred-ls,8,2,4,46
stepsize,cp_decoupled,nopred-ls,8,2,5,34
stepsize,cp_decoupled,nopred-ls,8,2,6,32
stepsize,cp_decoupled,nopred-ls,8,5,1,47
stepsize,cp_decoupled,nopred-ls,8,5,2,58
stepsize,cp_decoupled,nopred-ls,8,5,3,42
stepsize,cp_decoupled,nopred-ls,8,5,4,36
stepsize,cp_decoupled,nopred-ls,8,5,5,36
stepsize,cp_decoupled,nopred-ls,8,5,6,37
stepsize,cp_decoupled,nopred-ls,8,10,1,71
stepsize,cp_decoupled,nopred-ls,8,10,2,87
stepsize,cp_decoupled,nopred-ls,8,20,1,49
