sweep,case,arm,flow_n,dt_scale,iteration,residual
stiffness,cp_coupled,nopred-ls,4,1,43,1.19383200e+39
stiffness,cp_coupled,nopred-ls,4,1,44,3.95020300e+38
stiffness,cp_coupled,nopred-ls,4,1,45,8.58231100e+37
stiffness,cp_coupled,nopred-ls,4,1,46,2.04060200e+37
stiffness,cp_coupled,nopred-ls,4,1,47,2.17082400e+38
stiffness,cp_coupled,nopred-ls,4,1,48,2.71370500e+37
stiffness,cp_coupled,nopred-ls,4,1,49,1.06891100e+37
stiffness,cp_coupled,nopred-ls,8,1,0,3.52865300e-01
stiffness,cp_coupled,nopred-ls,8,1,1,5.69162200e+09
stiffness,cp_coupled,nopred-ls,8,1,2,1.44489400e+17
stiffness,cp_coupled,nopred-ls,8,1,3,1.32191100e+34
stiffness,cp_coupled,nopred-ls,8,1,4,1.04168100e+34
stiffness,cp_coupled,nopred-ls,8,1,5,6.69096800e+36
stiffness,cp_coupled,nopred-ls,8,1,6,2.17564000e+49
stiffness,cp_coupled,nopred-ls,8,1,7,4.93540600e+49
stiffness,cp_coupled,nopred-ls,8,1,8,4.34221600e+49
stiffness,cp_coupled,nopred-ls,8,1,9,2.31434600e+49
stiffness,cp_coupled,nopred-ls,8,1,10,3.10067100e+48
stiffness,cp_coupled,nopred-ls,8,1,11,3.86358600e+50
stiffness,cp_coupled,nopred-ls,8,1,12,1.51203000e+52
stiffness,cp_coupled,nopred-ls,8,1,13,3.76730400e+57
stiffness,cp_coupled,nopred-ls,8,1,14,1.46409800e+62
stiffness,cp_coupled,nopred-ls,8,1,15,6.06302500e+61
stiffness,cp_coupled,nopred-ls,8,1,16,1.58065800e+73
stiffness,cp_coupled,nopred-ls,8,1,17,1.84632300e+74
stiffness,cp_coupled,nopred-ls,8,1,18,7.33828700e+73
stiffness,cp_coupled,nopred-ls,8,1,19,5.53608000e+76
stiffness,cp_coupled,nopred-ls,8,1,20,1.87272800e+76
stiffness,cp_coupled,nopred-ls,8,1,21,6.65883000e+75
stiffness,cp_coupled,nopred-ls,8,1,22,2.28803300e+75
stiffness,cp_coupled,nopred-ls,8,1,23,1.43809100e+78
stiffness,cp_coupled,nopred-ls,8,1,24,6.30666000e+77
stiffness,cp_coupled,nopred-ls,8,1,25,2.16702500e+77
stiffness,cp_coupled,nopred-ls,8,1,26,7.44609000e+76
stiffness,cp_coupled,nopred-ls,8,1,27,2.55854300e+76
stiffness,cp_coupled,nopred-ls,8,1,28,8.79138100e+75
stiffness,cp_coupled,nopred-ls,8,1,29,3.02079700e+75
stiffness,cp_coupled,nopred-ls,8,1,30,1.03797300e+75
stiffness,cp_coupled,nopred-ls,8,1,31,3.56656700e+74
stiffness,cp_coupled,nopred-ls,8,1,32,1.22550400e+74
stiffness,cp_coupled,nopred-ls,8,1,33,4.33945300e+85
stiffness,cp_coupled,nopred-ls,8,1,34,2.57961900e+91
stiffness,cp_coupled,nopred-ls,8,1,35,8.86380100e+90
stiffness,cp_coupled,nopred-ls,8,1,36,3.04568100e+90
stiffness,cp_coupled,nopred-ls,8,1,37,1.04652300e+90
stiffness,cp_coupled,nopred-ls,8,1,38,3.59594700e+89
stiffness,cp_coupled,nopred-ls,8,1,39,1.23559900e+89
stiffness,cp_coupled,nopred-ls,8,1,40,4.24563000e+88
stiffness,cp_coupled,nopred-ls,8,1,41,1.45883600e+88
stiffness,cp_coupled,nopred-ls,8,1,42,5.01269100e+87
stiffness,cp_coupled,nopred-ls,8,1,43,1.72240500e+87
stiffness,cp_coupled,nopred-ls,8,1,44,5.91833900e+86
stiffness,cp_coupled,nopred-ls,8,1,45,2.03359400e+86
stiffness,cp_coupled,nopred-ls,8,1,46,6.98761000e+85
stiffness,cp_coupled,nopred-ls,8,1,47,2.40100500e+85
stiffness,cp_coupled,nopred-ls,8,1,48,8.25006800e+84
stiffness,cp_coupled,nopred-ls,8,1,49,2.83479700e+84
stiffness,cp_coupled,nopred-ls,12,1,0,3.52865300e-01
stiffness,cp_coupled,nopred-ls,12,1,1,8.56466700e+13
stiffness,cp_coupled,nopred-ls,12,1,2,5.96515000e+40
stiffness,cp_coupled,nopred-ls,12,1,3,1.19877800e+42
stiffness,cp_coupled,nopred-ls,12,1,4,5.02908000e+49
stiffness,cp_coupled,nopred-ls,12,1,5,5.99505400e+59
stiffness,cp_coupled,nopred-ls,12,1,6,1.25433600e+62
stiffness,cp_coupled,nopred-ls,12,1,7,1.60930700e+66
stiffness,cp_coupled,nopred-ls,12,1,8,1.40437600e+68
stiffness,cp_coupled,nopred-ls,12,1,9,1.91993600e+87
stiffness,cp_coupled,nopred-ls,12,1,10,2.06693400e+88
stiffness,cp_coupled,nopred-ls,12,1,11,7.27551800e+87
stiffness,cp_coupled,nopred-ls,12,1,12,2.56095100e+87
stiffness,cp_coupled,nopred-ls,12,1,13,9.01443400e+86
stiffness,cp_coupled,nopred-ls,12,1,14,2.34585600e+103
stiffness,cp_coupled,nopred-ls,12,1,15,8.25731200e+102
stiffness,cp_coupled,nopred-ls,12,1,16,2.90653800e+102
stiffness,cp_coupled,nopred-ls,20,1,0,3.52865300e-01
stiffness,cp_coupled,nopred-ls,20,1,1,2.46503800e+22
stiffness,cp_coupled,nopred-ls,20,1,2,2.62344100e+68
stiffness,cp_coupled,nopred-ls,20,1,3,4.28092800e+78
stiffness,cp_coupled,nopred-ls,20,1,4,2.25443300e+106
stepsize,cp_coupled,pred+ls,8,1,0,5.69479900e+01
stepsize,cp_coupled,pred+ls,8,1,1,4.29679100e+01
stepsize,cp_coupled,pred+ls,8,1,2,1.30349200e+01
stepsize,cp_coupled,pred+ls,8,1,3,2.55735000e+00
stepsize,cp_coupled,pred+ls,8,1,4,7.44106700e-01
stepsize,cp_coupled,pred+ls,8,1,5,2.03710000e-01
stepsize,cp_coupled,pred+ls,8,1,6,1.63195000e-01
stepsize,cp_coupled,pred+ls,8,1,7,2.74885800e-02
stepsize,cp_coupled,pred+ls,8,1,8,2.16506700e-02
stepsize,cp_coupled,pred+ls,8,1,9,2.11015000e-02
stepsize,cp_coupled,pred+ls,8,1,10,1.99769700e-02
stepsize,cp_coupled,pred+ls,8,1,11,1.94051500e-02
stepsize,cp_coupled,pred+ls,8,1,12,1.83764600e-02
stepsize,cp_coupled,pred+ls,8,1,13,5.95442100e-03
stepsize,cp_coupled,pred+ls,8,1,14,2.71518100e-05
stepsize,cp_coupled,pred+ls,8,1,15,5.45750500e-10
stepsize,cp_coupled,pred+ls,8,1,16,1.24345100e-14
stepsize,cp_coupled,pred+ls,8,2,0,2.91573800e+04
stepsize,cp_coupled,pred+ls,8,2,1,2.64782800e+17
stepsize,cp_coupled,pred+ls,8,2,2,7.13903900e+17
stepsize,cp_coupled,pred+ls,8,2,3,8.41663300e+16
stepsize,cp_coupled,pred+ls,8,2,4,3.66555300e+18
stepsize,cp_coupled,pred+ls,8,2,5,3.39609900e+18
stepsize,cp_coupled,pred+ls,8,2,6,2.77956000e+18
stepsize,cp_coupled,pred+ls,8,2,7,9.65003100e+21
stepsize,cp_coupled,pred+ls,8,2,8,5.53981900e+21
stepsize,cp_coupled,pred+ls,8,2,9,5.53191200e+21
stepsize,cp_coupled,pred+ls,8,2,10,2.74049300e+26
stepsize,cp_coupled,pred+ls,8,2,11,1.95556700e+26
stepsize,cp_coupled,pred+ls,8,2,12,9.97180600e+25
stepsize,cp_coupled,pred+ls,8,2,13,7.17314000e+25
stepsize,cp_coupled,pred+ls,8,2,14,6.50341600e+25
stepsize,cp_coupled,pred+ls,8,2,15,1.91161800e+26
stepsize,cp_coupled,pred+ls,8,2,16,2.70860100e+26
stepsize,cp_coupled,pred+ls,8,2,17,2.51062300e+26
stepsize,cp_coupled,pred+ls,8,2,18,2.83768000e+30
stepsize,cp_coupled,pred+ls,8,2,19,2.74062800e+30
stepsize,cp_coupled,pred+ls,8,2,20,4.43765900e+30
stepsize,cp_coupled,pred+ls,8,2,21,3.10297900e+34
stepsize,cp_coupled,pred+ls,8,2,22,1.27357700e+34
stepsize,cp_coupled,pred+ls,8,2,23,1.18752900e+34
stepsize,cp_coupled,pred+ls,8,2,24,1.15100700e+34
stepsize,cp_coupled,pred+ls,8,2,25,1.26615900e+34
stepsize,cp_coupled,pred+ls,8,2,26,1.42093200e+34
stepsize,cp_coupled,pred+ls,8,2,27,4.22613300e+32
stepsize,cp_coupled,pred+ls,8,2,28,1.71890900e+32
stepsize,cp_coupled,pred+ls,8,2,29,4.98974000e+31
stepsize,cp_coupled,pred+ls,8,2,30,1.78325700e+31
stepsize,cp_coupled,pred+ls,8,2,31,1.73661700e+31
stepsize,cp_coupled,pred+ls,8,2,32,3.51540600e+30
stepsize,cp_coupled,pred+ls,8,2,33,1.20793200e+30
stepsize,cp_coupled,pred+ls,8,2,34,4.15054800e+29
stepsize,cp_coupled,pred+ls,8,2,35,1.42647500e+29
stepsize,cp_coupled,pred+ls,8,2,36,4.90040800e+28
stepsize,cp_coupled,pred+ls,8,2,37,1.68382400e+28
stepsize,cp_coupled,pred+ls,8,2,38,5.78577200e+27
stepsize,cp_coupled,pred+ls,8,2,39,2.03906100e+27
stepsize,cp_coupled,pred+ls,8,2,40,6.83137800e+26
stepsize,cp_coupled,pred+ls,8,2,41,2.34722000e+26
stepsize,cp_coupled,pred+ls,8,2,42,8.06963800e+25
stepsize,cp_coupled,pred+ls,8,2,43,2.77129900e+25
stepsize,cp_coupled,pred+ls,8,2,44,9.52241500e+24
stepsize,cp_coupled,pred+ls,8,2,45,5.86657600e+25
stepsize,cp_coupled,pred+ls,8,2,46,2.88467000e+24
stepsize,cp_coupled,pred+ls,8,2,47,1.13227300e+24
stepsize,cp_coupled,pred+ls,8,2,48,1.59315400e+26
stepsize,cp_coupled,pred+ls,8,2,49,1.52860200e+26
stepsize,cp_coupled,pred+ls,8,5,0,1.11226600e+08
stepsize,cp_coupled,pred+ls,8,5,1,3.70188900e+17
stepsize,cp_coupled,pred+ls,8,5,2,1.34830000e+17
stepsize,cp_coupled,pred+ls,8,5,3,1.17917300e+17
stepsize,cp_coupled,pred+ls,8,5,4,1.09428700e+17
stepsize,cp_coupled,pred+ls,8,5,5,9.92103900e+16
stepsize,cp_coupled,pred+ls,8,5,6,1.03269200e+17
stepsize,cp_coupled,pred+ls,8,5,7,9.83375500e+16
stepsize,cp_coupled,pred+ls,8,5,8,9.86857200e+23
stepsize,cp_coupled,pred+ls,8,5,9,4.11248600e+22
stepsize,cp_coupled,pred+ls,8,5,10,3.81475200e+22
stepsize,cp_coupled,pred+ls,8,5,11,9.33338900e+22
stepsize,cp_coupled,pred+ls,8,5,12,7.41544400e+27
stepsize,cp_coupled,pred+ls,8,5,13,5.10409500e+27
stepsize,cp_coupled,pred+ls,8,5,14,2.78131100e+27
stepsize,cp_coupled,pred+ls,8,5,15,2.54057700e+27
stepsize,cp_coupled,pred+ls,8,5,16,2.96771500e+29
stepsize,cp_coupled,pred+ls,8,5,17,2.40137500e+29
stepsize,cp_coupled,pred+ls,8,5,18,9.09547900e+34
stepsize,cp_coupled,pred+ls,8,5,19,4.29484600e+34
stepsize,cp_coupled,pred+ls,8,5,20,9.21956300e+34
stepsize,cp_coupled,pred+ls,8,5,21,8.11162700e+34
stepsize,cp_coupled,pred+ls,8,5,22,7.40471500e+34
stepsize,cp_coupled,pred+ls,8,5,23,2.29473400e+36
stepsize,cp_coupled,pred+ls,8,5,24,1.11161900e+36
stepsize,cp_coupled,pred+ls,8,5,25,1.05628000e+36
stepsize,cp_coupled,pred+ls,8,5,26,9.74000600e+35
stepsize,cp_coupled,pred+ls,8,5,27,8.40003500e+35
stepsize,cp_coupled,pred+ls,8,5,28,7.76480300e+35
stepsize,cp_coupled,pred+ls,8,5,29,2.88217500e+36
stepsize,cp_coupled,pred+ls,8,5,30,2.23393600e+38
stepsize,cp_coupled,pred+ls,8,5,31,2.71894000e+39
stepsize,cp_coupled,pred+ls,8,5,32,5.48938200e+37
stepsize,cp_coupled,pred+ls,8,5,33,6.58669500e+37
stepsize,cp_coupled,pred+ls,8,5,34,2.55751600e+38
stepsize,cp_coupled,pred+ls,8,5,35,3.35731300e+38
stepsize,cp_coupled,pred+ls,8,5,36,2.64275100e+42
stepsize,cp_coupled,pred+ls,8,5,37,1.82983700e+42
stepsize,cp_coupled,pred+ls,8,5,38,2.15675500e+42
stepsize,cp_coupled,pred+ls,8,5,39,1.92105700e+42
stepsize,cp_coupled,pred+ls,8,5,40,1.80897500e+42
stepsize,cp_coupled,pred+ls,8,5,41,1.52840900e+42
stepsize,cp_coupled,pred+ls,8,5,42,1.63583100e+42
stepsize,cp_coupled,pred+ls,8,5,43,2.84987100e+44
stepsize,cp_coupled,pred+ls,8,5,44,4.32006000e+45
stepsize,cp_coupled,pred+ls,8,5,45,4.10506100e+45
stepsize,cp_coupled,pred+ls,8,5,46,3.69808300e+45
stepsize,cp_coupled,pred+ls,8,5,47,3.58340100e+45
stepsize,cp_coupled,pred+ls,8,5,48,3.14030200e+45
stepsize,cp_coupled,pred+ls,8,5,49,6.66779800e+49
stepsize,cp_coupled,pred+ls,8,10,0,5.69480000e+10
stepsize,cp_coupled,pred+ls,8,10,1,1.17549700e+11
stepsize,cp_coupled,pred+ls,8,10,2,6.27184500e+10
stepsize,cp_coupled,pred+ls,8,10,3,6.91939800e+10
stepsize,cp_coupled,pred+ls,8,10,4,5.54493300e+10
stepsize,cp_coupled,pred+ls,8,10,5,5.12527800e+10
stepsize,cp_coupled,pred+ls,8,10,6,5.28560700e+19
stepsize,cp_coupled,pred+ls,8,10,7,2.99241400e+19
stepsize,cp_coupled,pred+ls,8,10,8,1.47389100e+19
stepsize,cp_coupled,pred+ls,8,10,9,7.87827000e+18
stepsize,cp_coupled,pred+ls,8,10,10,5.85608100e+20
stepsize,cp_coupled,pred+ls,8,10,11,4.29025200e+20
stepsize,cp_coupled,pred+ls,8,10,12,3.38725600e+20
stepsize,cp_coupled,pred+ls,8,10,13,2.76837300e+20
stepsize,cp_coupled,pred+ls,8,10,14,2.42562300e+20
stepsize,cp_coupled,pred+ls,8,10,15,2.16070100e+20
stepsize,cp_coupled,pred+ls,8,10,16,1.49232100e+25
stepsize,cp_coupled,pred+ls,8,10,17,1.20770700e+25
stepsize,cp_coupled,pred+ls,8,10,18,8.97969300e+24
stepsize,cp_coupled,pred+ls,8,10,19,2.46620600e+25
stepsize,cp_coupled,pred+ls,8,10,20,1.09257400e+25
stepsize,cp_coupled,pred+ls,8,10,21,9.02201300e+24
stepsize,cp_coupled,pred+ls,8,10,22,8.36539900e+24
stepsize,cp_coupled,pred+ls,8,10,23,7.71713500e+24
stepsize,cp_coupled,pred+ls,8,10,24,1.63454300e+25
stepsize,cp_coupled,pred+ls,8,10,25,1.55433100e+25
stepsize,cp_coupled,pred+ls,8,10,26,1.61078200e+30
stepsize,cp_coupled,pred+ls,8,10,27,4.21285400e+30
stepsize,cp_coupled,pred+ls,8,10,28,3.99156800e+30
stepsize,cp_coupled,pred+ls,8,10,29,4.12170800e+30
stepsize,cp_coupled,pred+ls,8,10,30,3.76845100e+30
stepsize,cp_coupled,pred+ls,8,10,31,1.10031600e+31
stepsize,cp_coupled,pred+ls,8,10,32,1.25817400e+33
stepsize,cp_coupled,pred+ls,8,10,33,1.48065200e+33
stepsize,cp_coupled,pred+ls,8,10,34,1.20602500e+33
stepsize,cp_coupled,pred+ls,8,10,35,9.97513000e+32
stepsize,cp_coupled,pred+ls,8,10,36,8.53225700e+36
stepsize,cp_coupled,pred+ls,8,10,37,7.75107400e+36
stepsize,cp_coupled,pred+ls,8,10,38,6.20228700e+36
stepsize,cp_coupled,pred+ls,8,10,39,1.24725900e+37
stepsize,cp_coupled,pred+ls,8,10,40,7.74086100e+44
stepsize,cp_coupled,pred+ls,8,10,41,6.77335600e+44
stepsize,cp_coupled,pred+ls,8,10,42,6.41494200e+43
stepsize,cp_coupled,pred+ls,8,10,43,1.57339300e+43
stepsize,cp_coupled,pred+ls,8,10,44,1.34395400e+43
stepsize,cp_coupled,pred+ls,8,10,45,9.79723700e+42
stepsize,cp_coupled,pred+ls,8,10,46,9.32880500e+42
stepsize,cp_coupled,pred+ls,8,10,47,3.26656500e+42
stepsize,cp_coupled,pred+ls,8,10,48,2.31937500e+42
stepsize,cp_coupled,pred+ls,8,10,49,3.79966900e+41
stepsize,cp_coupled,pred+ls,8,20,0,2.91573800e+13
stepsize,cp_coupled,pred+ls,8,20,1,1.22340500e+14
stepsize,cp_coupled,pred+ls,8,20,2,7.57189700e+13
stepsize,cp_coupled,pred+ls,8,20,3,2.53092500e+22
stepsize,cp_coupled,pred+ls,8,20,4,1.52341100e+22
stepsize,cp_coupled,pred+ls,8,20,5,3.00258700e+26
stepsize,cp_coupled,pred+ls,8,20,6,2.73799000e+26
stepsize,cp_coupled,pred+ls,8,20,7,1.69474600e+26
stepsize,cp_coupled,pred+ls,8,20,8,1.59137700e+26
stepsize,cp_coupled,pred+ls,8,20,9,2.66643800e+26
stepsize,cp_coupled,pred+ls,8,20,10,2.58010800e+26
stepsize,cp_coupled,pred+ls,8,20,11,2.65956300e+26
stepsize,cp_coupled,pred+ls,8,20,12,2.67558500e+26
stepsize,cp_coupled,pred+ls,8,20,13,1.66345100e+26
stepsize,cp_coupled,pred+ls,8,20,14,1.52691200e+26
stepsize,cp_coupled,pred+ls,8,20,15,7.31087300e+31
stepsize,cp_coupled,pred+ls,8,20,16,5.68565600e+31
stepsize,cp_coupled,pred+ls,8,20,17,3.86257100e+34
stepsize,cp_coupled,pred+ls,8,20,18,2.37105100e+45
stepsize,cp_coupled,pred+ls,8,20,19,1.92517900e+45
stepsize,cp_coupled,pred+ls,8,20,20,1.68407800e+45
stepsize,cp_coupled,pred+ls,8,20,21,1.59583200e+45
stepsize,cp_coupled,pred+ls,8,20,22,1.51149200e+45
stepsize,cp_coupled,pred+ls,8,20,23,1.32420500e+45
stepsize,cp_coupled,pred+ls,8,20,24,2.65232700e+51
stepsize,cp_coupled,pred+ls,8,20,25,3.55204400e+51
stepsize,cp_coupled,pred+ls,8,20,26,1.22402900e+51
stepsize,cp_coupled,pred+ls,8,20,27,4.86045800e+50
stepsize,cp_coupled,pred+ls,8,20,28,7.52514000e+50
stepsize,cp_coupled,pred+ls,8,20,29,7.51348800e+50
stepsize,cp_coupled,pred+ls,8,20,30,7.20085800e+50
stepsize,cp_coupled,pred+ls,8,20,31,1.88354300e+51
stepsize,cp_coupled,pred+ls,8,20,32,6.47462100e+50
stepsize,cp_coupled,pred+ls,8,20,33,2.22452700e+50
stepsize,cp_coupled,pred+ls,8,20,34,8.50391700e+50
stepsize,cp_coupled,pred+ls,8,20,35,6.75649900e+49
stepsize,cp_coupled,pred+ls,8,20,36,3.14395500e+49
stepsize,cp_coupled,pred+ls,8,20,37,2.25366800e+49
stepsize,cp_coupled,pred+ls,8,20,38,3.88412500e+48
stepsize,cp_coupled,pred+ls,8,20,39,1.36947900e+48
stepsize,cp_coupled,pred+ls,8,20,40,5.16434900e+47
stepsize,cp_coupled,pred+ls,8,20,41,1.84496800e+47
stepsize,cp_coupled,pred+ls,8,20,42,5.84717500e+46
stepsize,cp_coupled,pred+ls,8,20,43,6.99488400e+51
stepsize,cp_coupled,pred+ls,8,20,44,2.40759500e+51
stepsize,cp_coupled,pred+ls,8,20,45,1.06025300e+51
stepsize,cp_coupled,pred+ls,8,20,46,1.62288600e+51
stepsize,cp_coupled,pred+ls,8,20,47,2.65658600e+50
stepsize,cp_coupled,pred+ls,8,20,48,2.61557500e+50
stepsize,cp_coupled,pred+ls,8,20,49,9.30199500e+49
stepsize,cp_coupled,pred-ls,8,1,0,5.69479900e+01
stepsize,cp_coupled,pred-ls,8,1,1,2.57439200e+05
stepsize,cp_coupled,pred-ls,8,1,2,3.57425100e+07
stepsize,cp_coupled,pred-ls,8,1,3,2.99859500e+19
stepsize,cp_coupled,pred-ls,8,1,4,2.10125300e+31
stepsize,cp_coupled,pred-ls,8,1,5,7.14224600e+30
stepsize,cp_coupled,pred-ls,8,1,6,2.32958200e+30
stepsize,cp_coupled,pred-ls,8,1,7,2.82512300e+31
stepsize,cp_coupled,pred-ls,8,1,8,6.52218000e+31
stepsize,cp_coupled,pred-ls,8,1,9,6.41010500e+31
stepsize,cp_coupled,pred-ls,8,1,10,4.29429300e+43
stepsize,cp_coupled,pred-ls,8,1,11,1.63124300e+49
stepsize,cp_coupled,pred-ls,8,1,12,1.05405900e+49
stepsize,cp_coupled,pred-ls,8,1,13,1.29970400e+49
stepsize,cp_coupled,pred-ls,8,1,14,4.41600700e+50
stepsize,cp_coupled,pred-ls,8,1,15,2.07332100e+52
stepsize,cp_coupled,pred-ls,8,1,16,1.26938100e+52
stepsize,cp_coupled,pred-ls,8,1,17,6.51903500e+55
stepsize,cp_coupled,pred-ls,8,1,18,6.06460300e+61
stepsize,cp_coupled,pred-ls,8,1,19,1.70269300e+66
stepsize,cp_coupled,pred-ls,8,1,20,6.29743600e+65
stepsize,cp_coupled,pred-ls,8,1,21,1.68920800e+69
stepsize,cp_coupled,pred-ls,8,1,22,2.14939600e+71
stepsize,cp_coupled,pred-ls,8,1,23,4.21700800e+87
stepsize,cp_coupled,pred-ls,8,1,24,5.30331800e+87
stepsize,cp_coupled,pred-ls,8,1,25,1.82226700e+87
stepsize,cp_coupled,pred-ls,8,1,26,6.26147300e+86
stepsize,cp_coupled,pred-ls,8,1,27,2.15149800e+86
stepsize,cp_coupled,pred-ls,8,1,28,7.39273900e+85
stepsize,cp_coupled,pred-ls,8,1,29,2.54021100e+85
stepsize,cp_coupled,pred-ls,8,1,30,8.72839200e+84
stepsize,cp_coupled,pred-ls,8,1,31,2.99915300e+84
stepsize,cp_coupled,pred-ls,8,1,32,1.03053600e+84
stepsize,cp_coupled,pred-ls,8,1,33,3.54101300e+83
stepsize,cp_coupled,pred-ls,8,1,34,2.80701800e+95
stepsize,cp_coupled,pred-ls,8,1,35,7.58209800e+94
stepsize,cp_coupled,pred-ls,8,1,36,2.60527700e+94
stepsize,cp_coupled,pred-ls,8,1,37,8.95196300e+93
stepsize,cp_coupled,pred-ls,8,1,38,3.07597400e+93
stepsize,cp_coupled,pred-ls,8,1,39,1.05693200e+93
stepsize,cp_coupled,pred-ls,8,1,40,3.63171300e+92
stepsize,cp_coupled,pred-ls,8,1,41,1.24788900e+92
stepsize,cp_coupled,pred-ls,8,1,42,4.28785800e+91
stepsize,cp_coupled,pred-ls,8,1,43,1.47334600e+91
stepsize,cp_coupled,pred-ls,8,1,44,5.06254900e+90
stepsize,cp_coupled,pred-ls,8,1,45,1.73953700e+90
stepsize,cp_coupled,pred-ls,8,1,46,5.97720400e+89
stepsize,cp_coupled,pred-ls,8,1,47,2.05382100e+89
stepsize,cp_coupled,pred-ls,8,1,48,7.05711100e+88
stepsize,cp_coupled,pred-ls,8,1,49,2.42488600e+88
stepsize,cp_coupled,pred-ls,8,2,0,2.91573800e+04
stepsize,cp_coupled,pred-ls,8,2,1,5.18082500e+27
stepsize,cp_coupled,pred-ls,8,2,2,2.92065000e+27
stepsize,cp_coupled,pred-ls,8,2,3,1.89083400e+31
stepsize,cp_coupled,pred-ls,8,2,4,7.35695100e+36
stepsize,cp_coupled,pred-ls,8,2,5,2.45782100e+40
stepsize,cp_coupled,pred-ls,8,2,6,8.18058700e+39
stepsize,cp_coupled,pred-ls,8,2,7,1.38546700e+42
stepsize,cp_coupled,pred-ls,8,2,8,1.02642300e+44
stepsize,cp_coupled,pred-ls,8,2,9,4.09409200e+43
stepsize,cp_coupled,pred-ls,8,2,10,3.89886500e+43
stepsize,cp_coupled,pred-ls,8,2,11,6.81143100e+52
stepsize,cp_coupled,pred-ls,8,2,12,1.18141200e+53
stepsize,cp_coupled,pred-ls,8,2,13,1.19501500e+55
stepsize,cp_coupled,pred-ls,8,2,14,5.94349800e+55
stepsize,cp_coupled,pred-ls,8,2,15,3.54290500e+55
stepsize,cp_coupled,pred-ls,8,2,16,1.09542500e+59
stepsize,cp_coupled,pred-ls,8,2,17,3.78533800e+58
stepsize,cp_coupled,pred-ls,8,2,18,8.81268200e+57
stepsize,cp_coupled,pred-ls,8,2,19,1.92847100e+58
stepsize,cp_coupled,pred-ls,8,2,20,4.95095500e+60
stepsize,cp_coupled,pred-ls,8,2,21,2.80455800e+61
stepsize,cp_coupled,pred-ls,8,2,22,1.31534200e+63
stepsize,cp_coupled,pred-ls,8,2,23,5.35470800e+63
stepsize,cp_coupled,pred-ls,8,2,24,9.21676200e+65
stepsize,cp_coupled,pred-ls,8,2,25,2.15918500e+70
stepsize,cp_coupled,pred-ls,8,2,26,1.10249100e+75
stepsize,cp_coupled,pred-ls,8,2,27,3.78825600e+74
stepsize,cp_coupled,pred-ls,8,2,28,8.10067200e+80
stepsize,cp_coupled,pred-ls,8,2,29,2.78346300e+80
stepsize,cp_coupled,pred-ls,8,2,30,1.81902400e+87
stepsize,cp_coupled,pred-ls,8,2,31,6.25033000e+86
stepsize,cp_coupled,pred-ls,8,2,32,2.14766900e+86
stepsize,cp_coupled,pred-ls,8,2,33,7.37958200e+85
stepsize,cp_coupled,pred-ls,8,2,34,2.53569000e+85
stepsize,cp_coupled,pred-ls,8,2,35,8.71285800e+84
stepsize,cp_coupled,pred-ls,8,2,36,2.99381600e+84
stepsize,cp_coupled,pred-ls,8,2,37,1.02870200e+84
stepsize,cp_coupled,pred-ls,8,2,38,3.53471100e+83
stepsize,cp_coupled,pred-ls,8,2,39,1.21455800e+83
stepsize,cp_coupled,pred-ls,8,2,40,4.17333000e+82
stepsize,cp_coupled,pred-ls,8,2,41,1.43399300e+82
stepsize,cp_coupled,pred-ls,8,2,42,4.92732900e+81
stepsize,cp_coupled,pred-ls,8,2,43,1.69307400e+81
stepsize,cp_coupled,pred-ls,8,2,44,5.81755400e+80
stepsize,cp_coupled,pred-ls,8,2,45,2.88298600e+82
stepsize,cp_coupled,pred-ls,8,2,46,9.90619800e+81
stepsize,cp_coupled,pred-ls,8,2,47,3.40385800e+81
stepsize,cp_coupled,pred-ls,8,2,48,1.16959600e+81
stepsize,cp_coupled,pred-ls,8,2,49,4.01883600e+80
stepsize,cp_coupled,pred-ls,8,5,0,1.11226600e+08
stepsize,cp_coupled,pred-ls,8,5,1,1.46167300e+24
stepsize,cp_coupled,pred-ls,8,5,2,1.11921900e+31
stepsize,cp_coupled,pred-ls,8,5,3,3.02741800e+30
stepsize,cp_coupled,pred-ls,8,5,4,1.09022800e+30
stepsize,cp_coupled,pred-ls,8,5,5,5.95892200e+34
stepsize,cp_coupled,pred-ls,8,5,6,2.53185100e+34
stepsize,cp_coupled,pred-ls,8,5,7,4.11854400e+35
stepsize,cp_coupled,pred-ls,8,5,8,2.44201900e+41
stepsize,cp_coupled,pred-ls,8,5,9,2.37892700e+48
stepsize,cp_coupled,pred-ls,8,5,10,4.75364300e+48
stepsize,cp_coupled,pred-ls,8,5,11,9.06478300e+48
stepsize,cp_coupled,pred-ls,8,5,12,8.37441900e+51
stepsize,cp_coupled,pred-ls,8,5,13,7.82439300e+52
stepsize,cp_coupled,pred-ls,8,5,14,8.83057400e+53
stepsize,cp_coupled,pred-ls,8,5,15,2.19822800e+53
stepsize,cp_coupled,pred-ls,8,5,16,2.63089300e+56
stepsize,cp_coupled,pred-ls,8,5,17,4.29885200e+56
stepsize,cp_coupled,pred-ls,8,5,18,2.76804200e+58
stepsize,cp_coupled,pred-ls,8,5,19,1.50745600e+58
stepsize,cp_coupled,pred-ls,8,5,20,1.41935900e+62
stepsize,cp_coupled,pred-ls,8,5,21,1.12578300e+64
stepsize,cp_coupled,pred-ls,8,5,22,1.38365800e+66
stepsize,cp_coupled,pred-ls,8,5,23,5.95035700e+66
stepsize,cp_coupled,pred-ls,8,5,24,1.18345100e+74
