sweep,case,arm,flow_n,dt_scale,iteration,residual
arms,vp_isoharden,pred+ls,2,1,0,9.51627700e+01
arms,vp_isoharden,pred+ls,2,1,1,4.74204500e+05
arms,vp_isoharden,pred+ls,2,1,2,1.18528700e+05
arms,vp_isoharden,pred+ls,2,1,3,2.96096300e+04
arms,vp_isoharden,pred+ls,2,1,4,7.37990100e+03
arms,vp_isoharden,pred+ls,2,1,5,1.82267400e+03
arms,vp_isoharden,pred+ls,2,1,6,4.34159600e+02
arms,vp_isoharden,pred+ls,2,1,7,8.98521800e+01
arms,vp_isoharden,pred+ls,2,1,8,1.12037400e+01
arms,vp_isoharden,pred+ls,2,1,9,3.09167600e-01
arms,vp_isoharden,pred+ls,2,1,10,2.63734300e-04
arms,vp_isoharden,pred+ls,2,1,11,1.95283700e-10
arms,vp_isoharden,pred-ls,2,1,0,9.51627700e+01
arms,vp_isoharden,pred-ls,2,1,1,6.44570200e+07
arms,vp_isoharden,pred-ls,2,1,2,1.61142300e+07
arms,vp_isoharden,pred-ls,2,1,3,4.02853600e+06
arms,vp_isoharden,pred-ls,2,1,4,1.00711100e+06
arms,vp_isoharden,pred-ls,2,1,5,2.51755300e+05
arms,vp_isoharden,pred-ls,2,1,6,6.29162500e+04
arms,vp_isoharden,pred-ls,2,1,7,1.57065200e+04
arms,vp_isoharden,pred-ls,2,1,8,3.90418500e+03
arms,vp_isoharden,pred-ls,2,1,9,9.53982100e+02
arms,vp_isoharden,pred-ls,2,1,10,2.17873100e+02
arms,vp_isoharden,pred-ls,2,1,11,3.85084100e+01
arms,vp_isoharden,pred-ls,2,1,12,2.87815800e+00
arms,vp_isoharden,pred-ls,2,1,13,2.22262200e-02
arms,vp_isoharden,pred-ls,2,1,14,1.36737300e-06
arms,vp_isoharden,pred-ls,2,1,15,1.32166700e-12
arms,vp_isoharden,nopred+ls,2,1,0,9.51627700e+01
arms,vp_isoharden,nopred+ls,2,1,1,4.74204500e+05
arms,vp_isoharden,nopred+ls,2,1,2,1.18528700e+05
arms,vp_isoharden,nopred+ls,2,1,3,2.96096300e+04
arms,vp_isoharden,nopred+ls,2,1,4,7.37990100e+03
arms,vp_isoharden,nopred+ls,2,1,5,1.82267400e+03
arms,vp_isoharden,nopred+ls,2,1,6,4.34159600e+02
arms,vp_isoharden,nopred+ls,2,1,7,8.98521800e+01
arms,vp_isoharden,nopred+ls,2,1,8,1.12037400e+01
arms,vp_isoharden,nopred+ls,2,1,9,3.09167600e-01
arms,vp_isoharden,nopred+ls,2,1,10,2.63734300e-04
arms,vp_isoharden,nopred+ls,2,1,11,1.95283700e-10
arms,vp_isoharden,nopred-ls,2,1,0,9.51627700e+01
arms,vp_isoharden,nopred-ls,2,1,1,6.44570200e+07
arms,vp_isoharden,nopred-ls,2,1,2,1.61142300e+07
arms,vp_isoharden,nopred-ls,2,1,3,4.02853600e+06
arms,vp_isoharden,nopred-ls,2,1,4,1.00711100e+06
arms,vp_isoharden,nopred-ls,2,1,5,2.51755300e+05
arms,vp_isoharden,nopred-ls,2,1,6,6.29162500e+04
arms,vp_isoharden,nopred-ls,2,1,7,1.57065200e+04
arms,vp_isoharden,nopred-ls,2,1,8,3.90418500e+03
arms,vp_isoharden,nopred-ls,2,1,9,9.53982100e+02
arms,vp_isoharden,nopred-ls,2,1,10,2.17873100e+02
arms,vp_isoharden,nopred-ls,2,1,11,3.85084100e+01
arms,vp_isoharden,nopred-ls,2,1,12,2.87815800e+00
arms,vp_isoharden,nopred-ls,2,1,13,2.22262200e-02
arms,vp_isoharden,nopred-ls,2,1,14,1.36737300e-06
arms,vp_isoharden,nopred-ls,2,1,15,1.32166700e-12
stiffness,vp_isoharden,pred-ls,2,1,0,9.51627700e+01
stiffness,vp_isoharden,pred-ls,2,1,1,6.44570200e+07
stiffness,vp_isoharden,pred-ls,2,1,2,1.61142300e+07
stiffness,vp_isoharden,pred-ls,2,1,3,4.02853600e+06
stiffness,vp_isoharden,pred-ls,2,1,4,1.00711100e+06
stiffness,vp_isoharden,pred-ls,2,1,5,2.51755300e+05
stiffness,vp_isoharden,pred-ls,2,1,6,6.29162500e+04
stiffness,vp_isoharden,pred-ls,2,1,7,1.57065200e+04
stiffness,vp_isoharden,pred-ls,2,1,8,3.90418500e+03
stiffness,vp_isoharden,pred-ls,2,1,9,9.53982100e+02
stiffness,vp_isoharden,pred-ls,2,1,10,2.17873100e+02
stiffness,vp_isoharden,pred-ls,2,1,11,3.85084100e+01
stiffness,vp_isoharden,pred-ls,2,1,12,2.87815800e+00
stiffness,vp_isoharden,pred-ls,2,1,13,2.22262200e-02
stiffness,vp_isoharden,pred-ls,2,1,14,1.36737300e-06
stiffness,vp_isoharden,pred-ls,2,1,15,1.32166700e-12
stiffness,vp_isoharden,pred-ls,4,1,0,9.51627700e+01
stiffness,vp_isoharden,pred-ls,4,1,1,5.34710900e+07
stiffness,vp_isoharden,pred-ls,4,1,2,1.69185700e+07
stiffness,vp_isoharden,pred-ls,4,1,3,5.35312700e+06
stiffness,vp_isoharden,pred-ls,4,1,4,1.69374500e+06
stiffness,vp_isoharden,pred-ls,4,1,5,5.35892400e+05
stiffness,vp_isoharden,pred-ls,4,1,6,1.69539400e+05
stiffness,vp_isoharden,pred-ls,4,1,7,5.36222200e+04
stiffness,vp_isoharden,pred-ls,4,1,8,1.69446800e+04
stiffness,vp_isoharden,pred-ls,4,1,9,5.33927500e+03
stiffness,vp_isoharden,pred-ls,4,1,10,1.66710100e+03
stiffness,vp_isoharden,pred-ls,4,1,11,5.05579000e+02
stiffness,vp_isoharden,pred-ls,4,1,12,1.39796500e+02
stiffness,vp_isoharden,pred-ls,4,1,13,2.89647200e+01
stiffness,vp_isoharden,pred-ls,4,1,14,2.56763500e+00
stiffness,vp_isoharden,pred-ls,4,1,15,2.69660300e-02
stiffness,vp_isoharden,pred-ls,4,1,16,3.07344500e-06
stiffness,vp_isoharden,pred-ls,4,1,17,6.30919300e-14
stiffness,vp_isoharden,pred-ls,8,1,0,9.51627700e+01
stiffness,vp_isoharden,pred-ls,8,1,1,3.67973600e+07
stiffness,vp_isoharden,pred-ls,8,1,2,1.26438900e+07
stiffness,vp_isoharden,pred-ls,8,1,3,4.34454600e+06
stiffness,vp_isoharden,pred-ls,8,1,4,1.49281400e+06
stiffness,vp_isoharden,pred-ls,8,1,5,5.12931700e+05
stiffness,vp_isoharden,pred-ls,8,1,6,1.76234000e+05
stiffness,vp_isoharden,pred-ls,8,1,7,6.05404700e+04
stiffness,vp_isoharden,pred-ls,8,1,8,2.07860600e+04
stiffness,vp_isoharden,pred-ls,8,1,9,7.12516400e+03
stiffness,vp_isoharden,pred-ls,8,1,10,2.43041900e+03
stiffness,vp_isoharden,pred-ls,8,1,11,8.16814800e+02
stiffness,vp_isoharden,pred-ls,8,1,12,2.62569300e+02
stiffness,vp_isoharden,pred-ls,8,1,13,7.39188900e+01
stiffness,vp_isoharden,pred-ls,8,1,14,1.40930700e+01
stiffness,vp_isoharden,pred-ls,8,1,15,9.17424600e-01
stiffness,vp_isoharden,pred-ls,8,1,16,4.69793700e-03
stiffness,vp_isoharden,pred-ls,8,1,17,1.24989500e-07
stiffness,vp_isoharden,pred-ls,12,1,0,9.51627700e+01
stiffness,vp_isoharden,pred-ls,12,1,1,2.53229500e+07
stiffness,vp_isoharden,pred-ls,12,1,2,8.91356200e+06
stiffness,vp_isoharden,pred-ls,12,1,3,3.13752900e+06
stiffness,vp_isoharden,pred-ls,12,1,4,1.10438900e+06
stiffness,vp_isoharden,pred-ls,12,1,5,3.88730900e+05
stiffness,vp_isoharden,pred-ls,12,1,6,1.36821300e+05
stiffness,vp_isoharden,pred-ls,12,1,7,4.81490900e+04
stiffness,vp_isoharden,pred-ls,12,1,8,1.69358300e+04
stiffness,vp_isoharden,pred-ls,12,1,9,5.94797600e+03
stiffness,vp_isoharden,pred-ls,12,1,10,2.07949500e+03
stiffness,vp_isoharden,pred-ls,12,1,11,7.17220600e+02
stiffness,vp_isoharden,pred-ls,12,1,12,2.37609800e+02
stiffness,vp_isoharden,pred-ls,12,1,13,6.99109800e+01
stiffness,vp_isoharden,pred-ls,12,1,14,1.45631800e+01
stiffness,vp_isoharden,pred-ls,12,1,15,1.16829800e+00
stiffness,vp_isoharden,pred-ls,12,1,16,9.43331100e-03
stiffness,vp_isoharden,pred-ls,12,1,17,6.28798900e-07
stiffness,vp_isoharden,pred-ls,20,1,0,9.51627700e+01
stiffness,vp_isoharden,pred-ls,20,1,1,1.19924900e+07
stiffness,vp_isoharden,pred-ls,20,1,2,4.29913700e+06
stiffness,vp_isoharden,pred-ls,20,1,3,1.54117600e+06
stiffness,vp_isoharden,pred-ls,20,1,4,5.52485100e+05
stiffness,vp_isoharden,pred-ls,20,1,5,1.98052300e+05
stiffness,vp_isoharden,pred-ls,20,1,6,7.09922500e+04
stiffness,vp_isoharden,pred-ls,20,1,7,2.54421500e+04
stiffness,vp_isoharden,pred-ls,20,1,8,9.11227700e+03
stiffness,vp_isoharden,pred-ls,20,1,9,3.25749100e+03
stiffness,vp_isoharden,pred-ls,20,1,10,1.15795800e+03
stiffness,vp_isoharden,pred-ls,20,1,11,4.04792800e+02
stiffness,vp_isoharden,pred-ls,20,1,12,1.34690500e+02
stiffness,vp_isoharden,pred-ls,20,1,13,3.87917200e+01
stiffness,vp_isoharden,pred-ls,20,1,14,7.37715000e+00
stiffness,vp_isoharden,pred-ls,20,1,15,4.58010300e-01
stiffness,vp_isoharden,pred-ls,20,1,16,2.09134400e-03
stiffness,vp_isoharden,pred-ls,20,1,17,4.41390200e-08
stiffness,vp_isoharden,nopred-ls,2,1,0,9.51627700e+01
stiffness,vp_isoharden,nopred-ls,2,1,1,6.44570200e+07
stiffness,vp_isoharden,nopred-ls,2,1,2,1.61142300e+07
stiffness,vp_isoharden,nopred-ls,2,1,3,4.02853600e+06
stiffness,vp_isoharden,nopred-ls,2,1,4,1.00711100e+06
stiffness,vp_isoharden,nopred-ls,2,1,5,2.51755300e+05
stiffness,vp_isoharden,nopred-ls,2,1,6,6.29162500e+04
stiffness,vp_isoharden,nopred-ls,2,1,7,1.57065200e+04
stiffness,vp_isoharden,nopred-ls,2,1,8,3.90418500e+03
stiffness,vp_isoharden,nopred-ls,2,1,9,9.53982100e+02
stiffness,vp_isoharden,nopred-ls,2,1,10,2.17873100e+02
stiffness,vp_isoharden,nopred-ls,2,1,11,3.85084100e+01
stiffness,vp_isoharden,nopred-ls,2,1,12,2.87815800e+00
stiffness,vp_isoharden,nopred-ls,2,1,13,2.22262200e-02
stiffness,vp_isoharden,nopred-ls,2,1,14,1.36737300e-06
stiffness,vp_isoharden,nopred-ls,2,1,15,1.32166700e-12
stiffness,vp_isoharden,nopred-ls,4,1,0,9.51627700e+01
stiffness,vp_isoharden,nopred-ls,4,1,1,5.34710900e+07
stiffness,vp_isoharden,nopred-ls,4,1,2,1.69185700e+07
stiffness,vp_isoharden,nopred-ls,4,1,3,5.35312700e+06
stiffness,vp_isoharden,nopred-ls,4,1,4,1.69374500e+06
stiffness,vp_isoharden,nopred-ls,4,1,5,5.35892400e+05
stiffness,vp_isoharden,nopred-ls,4,1,6,1.69539400e+05
stiffness,vp_isoharden,nopred-ls,4,1,7,5.36222200e+04
stiffness,vp_isoharden,nopred-ls,4,1,8,1.69446800e+04
stiffness,vp_isoharden,nopred-ls,4,1,9,5.33927500e+03
stiffness,vp_isoharden,nopred-ls,4,1,10,1.66710100e+03
stiffness,vp_isoharden,nopred-ls,4,1,11,5.05579000e+02
stiffness,vp_isoharden,nopred-ls,4,1,12,1.39796500e+02
stiffness,vp_isoharden,nopred-ls,4,1,13,2.89647200e+01
stiffness,vp_isoharden,nopred-ls,4,1,14,2.56763500e+00
stiffness,vp_isoharden,nopred-ls,4,1,15,2.69660300e-02
stiffness,vp_isoharden,nopred-ls,4,1,16,3.07344500e-06
stiffness,vp_isoharden,nopred-ls,4,1,17,6.30919300e-14
stiffness,vp_isoharden,nopred-ls,8,1,0,9.51627700e+01
stiffness,vp_isoharden,nopred-ls,8,1,1,3.67973600e+07
stiffness,vp_isoharden,nopred-ls,8,1,2,1.26438900e+07
stiffness,vp_isoharden,nopred-ls,8,1,3,4.34454600e+06
stiffness,vp_isoharden,nopred-ls,8,1,4,1.49281400e+06
stiffness,vp_isoharden,nopred-ls,8,1,5,5.12931700e+05
stiffness,vp_isoharden,nopred-ls,8,1,6,1.76234000e+05
stiffness,vp_isoharden,nopred-ls,8,1,7,6.05404700e+04
stiffness,vp_isoharden,nopred-ls,8,1,8,2.07860600e+04
stiffness,vp_isoharden,nopred-ls,8,1,9,7.12516400e+03
stiffness,vp_isoharden,nopred-ls,8,1,10,2.43041900e+03
stiffness,vp_isoharden,nopred-ls,8,1,11,8.16814800e+02
stiffness,vp_isoharden,nopred-ls,8,1,12,2.62569300e+02
stiffness,vp_isoharden,nopred-ls,8,1,13,7.39188900e+01
stiffness,vp_isoharden,nopred-ls,8,1,14,1.40930700e+01
stiffness,vp_isoharden,nopred-ls,8,1,15,9.17424600e-01
stiffness,vp_isoharden,nopred-ls,8,1,16,4.69793700e-03
stiffness,vp_isoharden,nopred-ls,8,1,17,1.24989500e-07
stiffness,vp_isoharden,nopred-ls,12,1,0,9.51627700e+01
stiffness,vp_isoharden,nopred-ls,12,1,1,2.53229500e+07
stiffness,vp_isoharden,nopred-ls,12,1,2,8.91356200e+06
stiffness,vp_isoharden,nopred-ls,12,1,3,3.13752900e+06
stiffness,vp_isoharden,nopred-ls,12,1,4,1.10438900e+06
stiffness,vp_isoharden,nopred-ls,12,1,5,3.88730900e+05
stiffness,vp_isoharden,nopred-ls,12,1,6,1.36821300e+05
stiffness,vp_isoharden,nopred-ls,12,1,7,4.81490900e+04
stiffness,vp_isoharden,nopred-ls,12,1,8,1.69358300e+04
stiffness,vp_isoharden,nopred-ls,12,1,9,5.94797600e+03
stiffness,vp_isoharden,nopred-ls,12,1,10,2.07949500e+03
stiffness,vp_isoharden,nopred-ls,12,1,11,7.17220600e+02
stiffness,vp_isoharden,nopred-ls,12,1,12,2.37609800e+02
stiffness,vp_isoharden,nopred-ls,12,1,13,6.99109800e+01
stiffness,vp_isoharden,nopred-ls,12,1,14,1.45631800e+01
stiffness,vp_isoharden,nopred-ls,12,1,15,1.16829800e+00
stiffness,vp_isoharden,nopred-ls,12,1,16,9.43331100e-03
stiffness,vp_isoharden,nopred-ls,12,1,17,6.28798900e-07
stiffness,vp_isoharden,nopred-ls,20,1,0,9.51627700e+01
stiffness,vp_isoharden,nopred-ls,20,1,1,1.19924900e+07
stiffness,vp_isoharden,nopred-ls,20,1,2,4.29913700e+06
stiffness,vp_isoharden,nopred-ls,20,1,3,1.54117600e+06
stiffness,vp_isoharden,nopred-ls,20,1,4,5.52485100e+05
stiffness,vp_isoharden,nopred-ls,20,1,5,1.98052300e+05
stiffness,vp_isoharden,nopred-ls,20,1,6,7.09922500e+04
stiffness,vp_isoharden,nopred-ls,20,1,7,2.54421500e+04
stiffness,vp_isoharden,nopred-ls,20,1,8,9.11227700e+03
stiffness,vp_isoharden,nopred-ls,20,1,9,3.25749100e+03
stiffness,vp_isoharden,nopred-ls,20,1,10,1.15795800e+03
stiffness,vp_isoharden,nopred-ls,20,1,11,4.04792800e+02
stiffness,vp_isoharden,nopred-ls,20,1,12,1.34690500e+02
stiffness,vp_isoharden,nopred-ls,20,1,13,3.87917200e+01
stiffness,vp_isoharden,nopred-ls,20,1,14,7.37715000e+00
stiffness,vp_isoharden,nopred-ls,20,1,15,4.58010300e-01
stiffness,vp_isoharden,nopred-ls,20,1,16,2.09134400e-03
stiffness,vp_isoharden,nopred-ls,20,1,17,4.41390200e-08
stepsize,vp_isoharden,pred+ls,2,1,0,9.51627700e+01
stepsize,vp_isoharden,pred+ls,2,1,1,4.74204500e+05
stepsize,vp_isoharden,pred+ls,2,1,2,1.18528700e+05
stepsize,vp_isoharden,pred+ls,2,1,3,2.96096300e+04
stepsize,vp_isoharden,pred+ls,2,1,4,7.37990100e+03
stepsize,vp_isoharden,pred+ls,2,1,5,1.82267400e+03
stepsize,vp_isoharden,pred+ls,2,1,6,4.34159600e+02
stepsize,vp_isoharden,pred+ls,2,1,7,8.98521800e+01
stepsize,vp_isoharden,pred+ls,2,1,8,1.12037400e+01
stepsize,vp_isoharden,pred+ls,2,1,9,3.09167600e-01
stepsize,vp_isoharden,pred+ls,2,1,10,2.63734300e-04
stepsize,vp_isoharden,pred+ls,2,1,11,1.95283700e-10
stepsize,vp_isoharden,pred+ls,2,2,0,1.90325500e+02
stepsize,vp_isoharden,pred+ls,2,2,1,6.03578600e+06
stepsize,vp_isoharden,pred+ls,2,2,2,1.50890100e+06
stepsize,vp_isoharden,pred+ls,2,2,3,3.77179000e+05
stepsize,vp_isoharden,pred+ls,2,2,4,9.42486200e+04
stepsize,vp_isoharden,pred+ls,2,2,5,2.35160800e+04
stepsize,vp_isoharden,pred+ls,2,2,6,5.83322000e+03
stepsize,vp_isoharden,pred+ls,2,2,7,1.41356100e+03
stepsize,vp_isoharden,pred+ls,2,2,8,3.12562400e+02
stepsize,vp_isoharden,pred+ls,2,2,9,4.91222100e+01
stepsize,vp_isoharden,pred+ls,2,2,10,2.58057300e+00
stepsize,vp_isoharden,pred+ls,2,2,11,8.89226100e-03
stepsize,vp_isoharden,pred+ls,2,2,12,1.07053800e-07
stepsize,vp_isoharden,pred+ls,2,5,0,4.75813900e+02
stepsize,vp_isoharden,pred+ls,2,5,1,1.19211800e+08
stepsize,vp_isoharden,pred+ls,2,5,2,2.98028400e+07
stepsize,vp_isoharden,pred+ls,2,5,3,7.45059300e+06
stepsize,vp_isoharden,pred+ls,2,5,4,1.86253100e+06
stepsize,vp_isoharden,pred+ls,2,5,5,4.65515900e+05
stepsize,vp_isoharden,pred+ls,2,5,6,1.16262200e+05
stepsize,vp_isoharden,pred+ls,2,5,7,2.89490900e+04
stepsize,vp_isoharden,pred+ls,2,5,8,7.12221300e+03
stepsize,vp_isoharden,pred+ls,2,5,9,1.67083800e+03
stepsize,vp_isoharden,pred+ls,2,5,10,3.26359400e+02
stepsize,vp_isoharden,pred+ls,2,5,11,3.35344600e+01
stepsize,vp_isoharden,pred+ls,2,5,12,5.60919500e-01
stepsize,vp_isoharden,pred+ls,2,5,13,1.67986100e-04
stepsize,vp_isoharden,pred+ls,2,5,14,4.47087500e-12
stepsize,vp_isoharden,pred+ls,2,10,0,9.51627700e+02
stepsize,vp_isoharden,pred+ls,2,10,1,1.02527800e+09
stepsize,vp_isoharden,pred+ls,2,10,2,2.56319300e+08
stepsize,vp_isoharden,pred+ls,2,10,3,6.40796000e+07
stepsize,vp_isoharden,pred+ls,2,10,4,1.60196700e+07
stepsize,vp_isoharden,pred+ls,2,10,5,4.00468100e+06
stepsize,vp_isoharden,pred+ls,2,10,6,1.00093600e+06
stepsize,vp_isoharden,pred+ls,2,10,7,2.49999300e+05
stepsize,vp_isoharden,pred+ls,2,10,8,6.22658400e+04
stepsize,vp_isoharden,pred+ls,2,10,9,1.53351000e+04
stepsize,vp_isoharden,pred+ls,2,10,10,3.61248000e+03
stepsize,vp_isoharden,pred+ls,2,10,11,7.16737000e+02
stepsize,vp_isoharden,pred+ls,2,10,12,7.75465300e+01
stepsize,vp_isoharden,pred+ls,2,10,13,1.47830800e+00
stepsize,vp_isoharden,pred+ls,2,10,14,5.80677400e-04
stepsize,vp_isoharden,pred+ls,2,10,15,1.22354800e-10
stepsize,vp_isoharden,pred+ls,2,20,0,1.90325500e+03
stepsize,vp_isoharden,pred+ls,2,20,1,8.49632600e+09
stepsize,vp_isoharden,pred+ls,2,20,2,2.12408100e+09
stepsize,vp_isoharden,pred+ls,2,20,3,5.31019800e+08
stepsize,vp_isoharden,pred+ls,2,20,4,1.32754500e+08
stepsize,vp_isoharden,pred+ls,2,20,5,3.31881500e+07
stepsize,vp_isoharden,pred+ls,2,20,6,8.29656700e+06
stepsize,vp_isoharden,pred+ls,2,20,7,2.07367100e+06
stepsize,vp_isoharden,pred+ls,2,20,8,5.17947500e+05
stepsize,vp_isoharden,pred+ls,2,20,9,1.29017900e+05
stepsize,vp_isoharden,pred+ls,2,20,10,3.17905200e+04
stepsize,vp_isoharden,pred+ls,2,20,11,7.50323700e+03
stepsize,vp_isoharden,pred+ls,2,20,12,1.49952100e+03
stepsize,vp_isoharden,pred+ls,2,20,13,1.66197000e+02
stepsize,vp_isoharden,pred+ls,2,20,14,3.37002800e+00
stepsize,vp_isoharden,pred+ls,2,20,15,1.50526700e-03
stepsize,vp_isoharden,pred+ls,2,20,16,3.50408200e-10
stepsize,vp_isoharden,pred-ls,2,1,0,9.51627700e+01
stepsize,vp_isoharden,pred-ls,2,1,1,6.44570200e+07
stepsize,vp_isoharden,pred-ls,2,1,2,1.61142300e+07
stepsize,vp_isoharden,pred-ls,2,1,3,4.02853600e+06
stepsize,vp_isoharden,pred-ls,2,1,4,1.00711100e+06
stepsize,vp_isoharden,pred-ls,2,1,5,2.51755300e+05
stepsize,vp_isoharden,pred-ls,2,1,6,6.29162500e+04
stepsize,vp_isoharden,pred-ls,2,1,7,1.57065200e+04
stepsize,vp_isoharden,pred-ls,2,1,8,3.90418500e+03
stepsize,vp_isoharden,pred-ls,2,1,9,9.53982100e+02
stepsize,vp_isoharden,pred-ls,2,1,10,2.17873100e+02
stepsize,vp_isoharden,pred-ls,2,1,11,3.85084100e+01
stepsize,vp_isoharden,pred-ls,2,1,12,2.87815800e+00
stepsize,vp_isoharden,pred-ls,2,1,13,2.22262200e-02
stepsize,vp_isoharden,pred-ls,2,1,14,1.36737300e-06
stepsize,vp_isoharden,pred-ls,2,1,15,1.32166700e-12
stepsize,vp_isoharden,pred-ls,2,2,0,1.90325500e+02
stepsize,vp_isoharden,pred-ls,2,2,1,5.39028400e+08
stepsize,vp_isoharden,pred-ls,2,2,2,1.34757100e+08
stepsize,vp_isoharden,pred-ls,2,2,3,3.36892200e+07
stepsize,vp_isoharden,pred-ls,2,2,4,8.42225800e+06
stepsize,vp_isoharden,pred-ls,2,2,5,2.10551800e+06
stepsize,vp_isoharden,pred-ls,2,2,6,5.26333400e+05
stepsize,vp_isoharden,pred-ls,2,2,7,1.31537200e+05
stepsize,vp_isoharden,pred-ls,2,2,8,3.28382100e+04
stepsize,vp_isoharden,pred-ls,2,2,9,8.16364900e+03
stepsize,vp_isoharden,pred-ls,2,2,10,1.99577300e+03
stepsize,vp_isoharden,pred-ls,2,2,11,4.56691400e+02
stepsize,vp_isoharden,pred-ls,2,2,12,8.13020100e+01
stepsize,vp_isoharden,pred-ls,2,2,13,6.21371000e+00
stepsize,vp_isoharden,pred-ls,2,2,14,5.05748900e-02
stepsize,vp_isoharden,pred-ls,2,2,15,3.46224700e-06
stepsize,vp_isoharden,pred-ls,2,2,16,1.13674300e-12
stepsize,vp_isoharden,pred-ls,2,5,0,4.75813900e+02
stepsize,vp_isoharden,pred-ls,2,5,1,8.64531800e+09
stepsize,vp_isoharden,pred-ls,2,5,2,2.16132900e+09
stepsize,vp_isoharden,pred-ls,2,5,3,5.40332200e+08
stepsize,vp_isoharden,pred-ls,2,5,4,1.35082900e+08
stepsize,vp_isoharden,pred-ls,2,5,5,3.37706200e+07
stepsize,vp_isoharden,pred-ls,2,5,6,8.44253800e+06
stepsize,vp_isoharden,pred-ls,2,5,7,2.11051800e+06
stepsize,vp_isoharden,pred-ls,2,5,8,5.27512500e+05
stepsize,vp_isoharden,pred-ls,2,5,9,1.31761300e+05
stepsize,vp_isoharden,pred-ls,2,5,10,3.28238200e+04
stepsize,vp_isoharden,pred-ls,2,5,11,8.09067800e+03
stepsize,vp_isoharden,pred-ls,2,5,12,1.91213900e+03
stepsize,vp_isoharden,pred-ls,2,5,13,3.84092100e+02
stepsize,vp_isoharden,pred-ls,2,5,14,4.33000400e+01
stepsize,vp_isoharden,pred-ls,2,5,15,9.17305900e-01
stepsize,vp_isoharden,pred-ls,2,5,16,4.48921400e-04
stepsize,vp_isoharden,pred-ls,2,5,17,1.10593600e-10
stepsize,vp_isoharden,pred-ls,2,10,0,9.51627700e+02
stepsize,vp_isoharden,pred-ls,2,10,1,6.97623900e+10
stepsize,vp_isoharden,pred-ls,2,10,2,1.74406000e+10
stepsize,vp_isoharden,pred-ls,2,10,3,4.36014900e+09
stepsize,vp_isoharden,pred-ls,2,10,4,1.09003700e+09
stepsize,vp_isoharden,pred-ls,2,10,5,2.72509000e+08
stepsize,vp_isoharden,pred-ls,2,10,6,6.81270200e+07
stepsize,vp_isoharden,pred-ls,2,10,7,1.70315200e+07
stepsize,vp_isoharden,pred-ls,2,10,8,4.25764500e+06
stepsize,vp_isoharden,pred-ls,2,10,9,1.06417700e+06
stepsize,vp_isoharden,pred-ls,2,10,10,2.65809500e+05
stepsize,vp_isoharden,pred-ls,2,10,11,6.62183500e+04
stepsize,vp_isoharden,pred-ls,2,10,12,1.63230200e+04
stepsize,vp_isoharden,pred-ls,2,10,13,3.85868500e+03
stepsize,vp_isoharden,pred-ls,2,10,14,7.75801000e+02
stepsize,vp_isoharden,pred-ls,2,10,15,8.77252700e+01
stepsize,vp_isoharden,pred-ls,2,10,16,1.87311500e+00
stepsize,vp_isoharden,pred-ls,2,10,17,9.31862000e-04
stepsize,vp_isoharden,pred-ls,2,10,18,2.13247200e-10
stepsize,vp_isoharden,pred-ls,2,20,0,1.90325500e+03
stepsize,vp_isoharden,pred-ls,2,20,1,5.60506300e+11
stepsize,vp_isoharden,pred-ls,2,20,2,1.40126600e+11
stepsize,vp_isoharden,pred-ls,2,20,3,3.50316400e+10
stepsize,vp_isoharden,pred-ls,2,20,4,8.75791000e+09
stepsize,vp_isoharden,pred-ls,2,20,5,2.18947700e+09
stepsize,vp_isoharden,pred-ls,2,20,6,5.47368800e+08
stepsize,vp_isoharden,pred-ls,2,20,7,1.36841700e+08
stepsize,vp_isoharden,pred-ls,2,20,8,3.42099600e+07
stepsize,vp_isoharden,pred-ls,2,20,9,8.55201900e+06
stepsize,vp_isoharden,pred-ls,2,20,10,2.13753400e+06
stepsize,vp_isoharden,pred-ls,2,20,11,5.33913300e+05
stepsize,vp_isoharden,pred-ls,2,20,12,1.33009300e+05
stepsize,vp_isoharden,pred-ls,2,20,13,3.27881700e+04
stepsize,vp_isoharden,pred-ls,2,20,14,7.75189200e+03
stepsize,vp_isoharden,pred-ls,2,20,15,1.55924800e+03
stepsize,vp_isoharden,pred-ls,2,20,16,1.76582000e+02
stepsize,vp_isoharden,pred-ls,2,20,17,3.78516100e+00
stepsize,vp_isoharden,pred-ls,2,20,18,1.89854000e-03
stepsize,vp_isoharden,pred-ls,2,20,19,4.71727500e-10
stepsize,vp_isoharden,nopred+ls,2,1,0,9.51627700e+01
stepsize,vp_isoharden,nopred+ls,2,1,1,4.74204500e+05
stepsize,vp_isoharden,nopred+ls,2,1,2,1.18528700e+05
stepsize,vp_isoharden,nopred+ls,2,1,3,2.96096300e+04
stepsize,vp_isoharden,nopred+ls,2,1,4,7.37990100e+03
stepsize,vp_isoharden,nopred+ls,2,1,5,1.82267400e+03
stepsize,vp_isoharden,nopred+ls,2,1,6,4.34159600e+02
stepsize,vp_isoharden,nopred+ls,2,1,7,8.98521800e+01
stepsize,vp_isoharden,nopred+ls,2,1,8,1.12037400e+01
stepsize,vp_isoharden,nopred+ls,2,1,9,3.09167600e-01
stepsize,vp_isoharden,nopred+ls,2,1,10,2.63734300e-04
stepsize,vp_isoharden,nopred+ls,2,1,11,1.95283700e-10
stepsize,vp_isoharden,nopred+ls,2,2,0,1.90325500e+02
stepsize,vp_isoharden,nopred+ls,2,2,1,6.03578600e+06
stepsize,vp_isoharden,nopred+ls,2,2,2,1.50890100e+06
